isbn,series,language,publisher,price,title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
9781421501758.00,Fullmetal Alchemist #5,English,VIZ Media LLC,3.07,"Fullmetal Alchemist, Vol. 5",Hana Yori Dango,Hiromu Arakawa,Comics & Graphic Novels,2006,4.56,200,12344
9780807064733.00,,English,Beacon,12.4,The Poetics of Space,,Gaston Bachelard,Philosophy,1994,4.19,282,6625
9780743292498.00,,English,Scribner Book Company,3.84,True Evil,,Greg Iles,Fiction,2006,4.08,512,12524
9780312274924.00,,English,Thomas Dunne Books,4.02,Round Ireland with a Fridge,,Tony Hawks,Travel,2001,3.79,248,14661
9781563893339.00,Death of the Endless #2,English,Vertigo,9.82,Death,The Time of Your Life,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,Comics & Graphic Novels,1997,4.22,95,12206
9780385733205.00,Anatomy #1,English,Delacorte Press,3.29,Anatomy of a Boyfriend,A Novel,Daria Snadowsky,Juvenile Fiction,2007,3.41,259,4457
9780374146351.00,,English,Farrar Straus Giroux,3.29,The Echo Maker,A Novel,Richard Powers,Fiction,2006,3.37,451,6665
9780553268942.00,The Darksword #1,English,Spectra,1.12,Forging the Darksword,,Margaret Weis;Tracy Hickman,Fiction,1988,3.67,391,8293
9780446602488.00,Vicky Bliss #5,English,Grand Central Publishing,3.12,Night Train to Memphis,,Elizabeth Peters,Fiction,1995,4.06,368,3788
9781416520382.00,Casa Dracula #1,English,Pocket Books,2.86,Happy Hour at Casa Dracula,,Marta Acosta,Fiction,2006,3.58,314,1971
9781400034291.00,,Arabic,دار أثر,3.28,The Dew Breaker,,Edwidge Danticat,Fiction,2005,3.79,244,5664
9780451147950.00,,English,Signet,8.04,"Capitalism, the Unknown Ideal",,Ayn Rand;Clarence Belden Randall,Capitalism,1952,3.87,340,3426
9781563050756.00,,English,Workman Publishing Company,3.7,The Boomer Bible,,R. F. Laird;Robert F. Laird,Humor,1991,4.25,880,202
9780340850626.00,Interstellar Pig #1,English,Hodder Children's Books,2.96,Interstellar Pig,,William Sleator,Human-alien encounters,2001,3.88,200,2067
9780765357663.00,Talents #1,English,Starscape,6.06,Hidden Talents,,David Lubar,Juvenile Fiction,2007,3.93,240,2333
9780425216026.00,Moon #6,English,Berkley Sensation,3.12,New Moon,,Rebecca York,Fiction,2007,3.86,323,626
9780812534863.00,Xanth #19,English,Tor Books,5.2,Roc and a Hard Place,A Xanth Novel,Piers Anthony,Fiction,1996,3.75,344,5737
9780553803525.00,,English,Bantam Books,5.83,Social Intelligence,The New Science of Human Relationships,Daniel Goleman,Psychology,2006,3.98,403,9957
9780385338059.00,,English,Delta,5.41,Lucifer's Shadow,,David Hewson,Fiction,2005,3.58,369,575
9780099410386.00,Star Wars: The New Jedi Order #9,English,Arrow,3.11,Star by Star,,Troy Denning,Life on other planets,2002,3.95,605,7590
9780786931378.00,Dragonlance: Heroes #1,English,Wizards of the Coast,4.13,The Legend of Huma,,Richard A. Knaak,Fiction,2004,4.03,379,17008
9780375719004.00,,English,Vintage,13.44,The Adolescent,,Fyodor Dostoyevsky,Fiction,2004,3.94,647,3403
9780441748600.00,The World As Myth #4,English,Ace Books,5.67,To Sail Beyond the Sunset,,Robert A. Heinlein,Fiction,1988,3.87,434,10140
9780618260225.00,,English,Mariner Books,7.25,The Lord of the Rings,The Making of the Movie Trilogy,Brian Sibley,Performing Arts,2002,4.46,192,7624
9781551665313.00,,English,Mira Books,2.82,Tiger Prince,,Erin St. Claire;Sandra Brown,Fiction,1999,3.78,304,2235
9780751533439.00,Morland Dynasty #26,English,"Little, Brown Book Group",3.11,The Dream Kingdom,,Cynthia Harrod-Eagles,Fiction,2004,4.33,640,186
9780871401526.00,,English,"Liveright/W.W. Norton & Company, Inc.",8.45,"Complete Poems, 1904-1962",,Edward Estlin Cummings,Poetry,1994,4.35,1136,19244
9780380731213.00,Vicky Bliss #2,English,Avon,5.27,Street of the Five Moons,,Elizabeth Peters,Fiction,2000,3.94,376,3575
9780140189223.00,,English,Penguin Classics,1.14,Six Characters in Search of an Author and Other Plays,,Luigi Pirandello,Drama,1995,3.95,224,2888
9780306805622.00,,English,Da Capo Press,16.85,The Collapse of the Third Republic,An Inquiry Into the Fall of France in 1940,William Lawrence Shirer,History,1994,4.2,1082,497
9780722533949.00,,English,HarperTorch (an imprint of HarperCollins Publishers),1.45,The Valkyries,,Paulo Coelho,Angels,1996,3.31,243,16151
9780375726514.00,,English,Vintage,12.8,The Box Man,A Novel,Kōbō Abe,Fiction,2001,3.65,178,3293
9780446605465.00,"Night''s Dawn #2, Part 2 of 2",English,Aspect,2.54,The Neutronium Alchemist,Conflict,Peter F. Hamilton,Fiction,1997,4.33,592,3230
9780684846316.00,,Portuguese,Sextante,5.32,The Wheel of Life,A Memoir of Living and Dying,Elisabeth Kübler-Ross,Biography & Autobiography,1998,4.16,288,1035
9780300000306.00,,English,Yale University Press,5.36,The Poems of Alexander Pope,A One-volume Edition of the Twickenham Text with Selected Annotations,Alexander Pope,Poetry,1963,3.95,880,158
9780552146784.00,The Drenai Saga #11,English,Corgi,3.19,The Swords of Night and Day,,David Gemmell,Drenai (Imaginary place),2005,4.31,640,6690
9780618009367.00,,English,Houghton Mifflin Harcourt,10.89,Farmer Giles of Ham,"The Rise and Wonderful Adventures of Farmer Giles, Lord of Tame, Count of Worminghall, and King of the Little Kingdom",John Ronald Reuel Tolkien,Fiction,1999,3.84,127,5221
9780736913829.00,,English,Harvest House Publishers,1.44,Loving God with All Your Mind,,Elizabeth George,Religion,2005,4.43,276,1434
9780060924980.00,,English,Harper Perennial,3.33,The Infinite Plan,A Novel,Isabel Allende,Fiction,1994,3.71,384,7102
9780743252218.00,,English,Simon & Schuster,3.21,Sea of Thunder,"Four Commanders and the Last Great Naval Campaign, 1941-1945",Evan Thomas,History,2006,4.11,415,2332
9780394448046.00,,English,Alfred A.Knopf,3.12,A Tear and a Smile,,Kahlil Gibran,Philosophy,1950,4.03,228,2035
9780747544210.00,,English,Bloomsbury Publishing PLC,3.11,"Easy Riders, Raging Bulls",How the Sex 'n' Drugs 'n' Rock 'n' Roll Generation Saved Hollywood,Peter Biskind,Film producers and directors,1999,4.11,506,384
9780743487672.00,,,Bantam Books,6.21,The Awakening and Selected Stories of Kate Chopin,,Kate Chopin;Nina Baym,Fiction,2004,3.89,296,9422
9781567922967.00,,English,Verba Mundi,15.75,A Void,,Georges Perec,Fiction,2005,3.8,284,1676
9781421510439.00,Bleach #19,English,VIZ Media LLC,0.84,Bleach,,Tite Kubo,Comics & Graphic Novels,2007,4.36,216,5777
9780140446364.00,,English,Penguin Classics,4.02,Poetics,,Aristotle;Malcolm Heath,Literary Criticism,1996,3.82,138,11935
9780060521998.00,,English,Harper Paperbacks,1.73,The Innovator's Dilemma,The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,Business & Economics,2003,3.99,286,28568
9780811201124.00,,English,New Directions Publishing,13.21,Henry Miller on Writing,,Henry Miller,Literary Criticism,1964,4.23,217,937
9780586203811.00,Riftwar Cycle: The Empire Trilogy #2,English,Grafton,3.11,Servant of the Empire,,Raymond E. Feist;Janny Wurts,Fantasy,1990,4.29,827,22247
9780425190913.00,Tom Clancy's Op-Center #10,English,Berkley,6.39,Sea of Fire,,Tom Clancy;Jeff Rovin;Steve R. Pieczenik,Fiction,2003,3.89,400,1203
9780140442526.00,,English,Penguin Books,2.44,Notes from Underground,The Double,Fyodor Dostoyevsky,Fiction,1972,4.2,287,4537
9780763626150.00,Judy Moody #5,English,Candlewick Press,1.92,"Judy Moody, M.D.",The Doctor is In!,Megan McDonald,JUVENILE FICTION,2006,4.08,151,4436
9780060915186.00,,English,Harper Perennial,1.36,An American Childhood,,Annie Dillard,Biography & Autobiography,1988,3.91,255,7086
9780345476517.00,,English,Del Rey,8.16,Wish You Were Here,The Official Biography of Douglas Adams,Nick Webb,Biography & Autobiography,2005,4.14,368,2548
9780006496892.00,Starbridge #1,English,Fontana,3.75,Glittering Images,,Susan Howatch,English fiction,1996,4.07,512,2045
9780060085445.00,,English,Avon,2.88,She Went All the Way,,Meg Cabot,Fiction,2002,3.69,357,12297
9780819564528.00,,French,Presence Africaine,13.67,Notebook of a Return to the Native Land,,Aimé Césaire;Clayton Eshleman;Annette Smith,Literary Criticism,2001,4.08,66,867
9780811216227.00,,English,New Directions,5.7,The Selected Poems of Federico García Lorca,,Federico García Lorca,Poetry,2005,4.31,186,6163
9780785263715.00,,English,Thomas Nelson,2.2,Searching for God Knows What,,Donald Miller,Religion,2004,3.92,246,22864
9780618134328.00,,English,Mariner Books,24.76,Nixon Agonistes,The Crisis of the Self-made Man,Garry Wills,Biography & Autobiography,2002,4.12,640,427
9780743203319.00,,English,Scribner,10.7,The Blackwater Lightship,A Novel,Colm Toibin,Fiction,2001,3.86,288,4194
9780896087279.00,,English,South End,5.7,An Ordinary Person's Guide to Empire,,Arundhati Roy,Business & Economics,2004,3.99,200,1662
9780743250979.00,,English,Simon Schuster,3.33,The 7 Habits of Highly Effective People Personal Workbook,,Stephen R. Covey,Self-Help,2003,4.22,192,1685
9780765348210.00,The Merchant Princes #1,English,Tor Fantasy,3.28,The Family Trade,,Charles Stross,Fiction,2005,3.52,308,4561
9780765344724.00,,English,Tor Books,3.28,Hawkes Harbor,,S. E. Hinton,Fiction,2005,3.13,289,2084
9780684873213.00,,English,Simon Schuster,3.85,Screwjack,A Short Story,Hunter S. Thompson,Fiction,2000,3.57,64,3363
9780156949521.00,,English,Houghton Mifflin,4.67,The Watcher & Other Stories,,Italo Calvino,Fiction,1975,3.72,181,432
9780425185506.00,,English,Berkley,2.77,Picture Perfect,,Jodi Picoult,Fiction,2002,3.54,369,45142
9780142302279.00,,English,Puffin Books,3.44,Dirty Beasts,,Roald Dahl,Juvenile Nonfiction,2002,4.02,32,3953
9780802130167.00,,English,Grove Press,8.93,Quiet Days in Clichy,,Henry Miller,Fiction,1987,3.69,154,3237
9780691122946.00,,English,Princeton University Press,7.68,On Bullshit,,Harry G. Frankfurt,Philosophy,2005,3.57,67,8773
9780071401944.00,,English,McGraw-Hill Education,2.97,Crucial Conversations,Tools for Talking when Stakes are High,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,2002,4.01,240,36535
9780345253590.00,,English,Del Rey Books (NY),7.82,The best of Philip K. Dick,,Philip K. Dick,Fiction,1977,4.22,450,614
9780674673779.00,,Arabic,دار كنوز المعرفة للنشر والتوزيع,25.22,Playing in the Dark,Whiteness and the Literary Imagination,Toni Morrison,Literary Criticism,1992,4.22,110,3428
9780872864757.00,,English,City Lights Publishers,5.4,A Power Governments Cannot Suppress,,Howard Zinn,History,2007,4.27,293,854
9780812574968.00,Xanth #10,English,Tor Fantasy,5.01,Vale of the Vole,,Piers Anthony,Fiction,2000,3.6,304,9074
9780060525101.00,,English,HarperPerennial,3.11,Happiness,A Novel,Will Ferguson,Fiction,2003,3.78,320,2191
9780552771849.00,,English,Black Swan,2.77,Popcorn,,Ben Elton,Criminals,2003,3.49,320,5213
9780811205467.00,,English,New Directions,10.95,Turtle Island,,Gary Snyder,Poetry,1974,4.09,112,3717
9780060521226.00,,English,Greenwillow Books,2.25,The Whipping Boy,,Sid Fleischman,Juvenile Fiction,2003,3.56,90,19910
9780786838943.00,,English,Miramax Books,3.01,The King in the Window,,Adam Gopnik,Juvenile Fiction,2006,3.62,410,782
9781577312093.00,,English,New World Library,5.68,The Inner Reaches of Outer Space,Metaphor as Myth and as Religion,Joseph Campbell,Religion,2002,4.22,160,943
9781406922905.00,,English,Hard Press,0,"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",,William L Robinson,History,2019,3.66,92,2477
9780439651370.00,On The Run #2,English,Scholastic Inc.,3.12,The Fugitive Factor,,Gordon Korman,Juvenile Fiction,2005,4.13,160,2464
9780809230419.00,,English,McGraw-Hill,2.77,Wooden: A Lifetime of Observations and Reflections On and Off the Court,,John Wooden,Biography & Autobiography,1997,4.45,201,3216
9780684854670.00,,English,Scribner,4.49,The Noonday Demon,An Atlas of Depression,Andrew Solomon,Psychology,2002,4.17,576,8749
9780140275650.00,,,Penguin,4.26,Age of Iron,,J. M. Coetzee,Fiction,1998,3.85,198,2842
9780060976729.00,,English,HarperPerennial,3.12,Reasons to Live,Stories by,Amy Hempel,Fiction,1995,4.16,129,2651
9780812975048.00,,English,Modern Library,4.95,The Cossacks,,Leo Tolstoy,Fiction,2006,3.79,161,4160
9780688172176.00,,English,William Morrow Paperbacks,6.7,Phantoms in the Brain,Probing the Mysteries of the Human Mind,V. S. Ramachandran,Medical,1999,4.25,352,14549
9780684849690.00,,English,Atria Books,2.92,The Secret Diary of Anne Boleyn,A Novel,Robin Maxwell,Fiction,1998,3.8,281,5109
9780763628000.00,Judy Moody #6,English,Candlewick,2.94,Judy Moody Declares Independence,,Megan McDonald,Juvenile Fiction,2007,4.08,160,3774
9780743281591.00,,English,Touchstone,4.37,Diary of a Mistress,A Novel,Miasha,Fiction,2006,4.35,182,2449
9781405203951.00,The Five Find-Outers #3,English,Egmont,1.79,The Mystery of the Secret Room,,Enid Blyton,Children's stories,2009,4.04,217,2258
9780060816223.00,,English,Ecco,3.06,Missing Mom,A Novel,Joyce Carol Oates,Fiction,2006,3.54,464,3425
9780787960759.00,,English,Jossey-Bass,6.37,The Five Dysfunctions of a Team,A Leadership Fable,Patrick M. Lencioni,Business & Economics,2002,4.02,227,57971
9780307274977.00,,English,Vintage,6.52,Buried Child,A Play,Sam Shepard,Drama,2006,3.91,120,6558
9780521386739.00,,English,Cambridge University Press,40.18,The Collapse of Complex Societies,,Joseph Tainter,Social Science,1990,4.13,262,676
9780064473552.00,,English,Greenwillow Books,4.78,Hexwood,,Diana Wynne Jones,Young Adult Fiction,2002,3.99,464,3419
9780812555240.00,Greg Mandel #2,English,Tor Books,2.99,A Quantum Murder,,Peter F. Hamilton,Fiction,1998,3.97,375,3868
9780553293425.00,Galactic Empire #3,English,Bantam,10.37,Pebble in the Sky,,Isaac Asimov,Fiction,1991,3.88,308,13363
9780763628321.00,Judy Moody #7,English,Candlewick Press (MA),5.45,Judy Moody,Around the World in 8 1/2 Days,Megan McDonald,Juvenile Fiction,2006,4.15,157,3349
9780765351548.00,Sword of Truth #0.5,English,Tor Fantasy,2.86,Debt of Bones,,Terry Goodkind,Fiction,2004,3.86,160,25701
9780064408585.00,Deep Valley #2,English,HarperTrophy,20.64,Emily of Deep Valley,,Maud Hart Lovelace,Juvenile Fiction,2000,4.23,304,2637
9780767915304.00,,English,Broadway Books,3.17,The Sex Lives of Cannibals,Adrift in the Equatorial Pacific,J. Maarten Troost,Social Science,2004,3.87,272,18795
9780765352392.00,,English,Starscape,13.06,Among the Dolls,,William Sleator,Juvenile Fiction,2006,3.66,96,527
9780553563504.00,,English,Bantam Spectra,1.12,The Hollow Man,,Dan Simmons,Fiction,1993,3.44,342,2462
9780374517885.00,,English,"Farrar, Straus and Giroux",8.59,Sammlung,,Isaac Bashevis Singer,Fiction,1982,4.37,624,1603
9780723247784.00,The World of Beatrix Potter: Peter Rabbit,English,Frederick Warne,1.79,The Tale of Jemima Puddle-Duck,,Beatrix Potter,Juvenile Nonfiction,2002,4.06,57,9246
9780142406199.00,Amber Brown #1,English,Puffin Books,5.79,Amber Brown Is Not a Crayon,,Paula Danziger,Juvenile Fiction,2006,3.84,96,4700
9781421500492.00,Studio Ghibli: The Art of....,English,VIZ Media LLC,19.69,The Art of Howl's Moving Castle,,Hayao Miyazaki,Performing Arts,2005,4.51,256,2762
9780393308198.00,,Portuguese,Circulo de Leitores,4.69,The Panda's Thumb,More Reflections in Natural History,Stephen Jay Gould,Science,1992,4.11,352,5642
9780767915069.00,,English,Broadway Books,4.73,Bill Bryson's African Diary,,Bill Bryson,Biography & Autobiography,2002,3.43,55,6993
9781570614590.00,,English,Sasquatch Books,6.39,One Hundred Demons,,Lynda Barry,Comics & Graphic Novels,2005,4.16,224,7405
9780778321712.00,Ice #1,English,MIRA,1.92,Black Ice,,Anne Stuart,Fiction,2005,3.71,377,8152
9781594481574.00,,English,Riverhead Books,2.84,Plan B,Further Thoughts on Faith,Anne Lamott,Biography & Autobiography,2006,4.06,352,18609
9780385325332.00,,English,Doubleday Books for Young Readers,11.72,Laura Ingalls Wilder's Fairy Poems,,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,American poetry,1998,3.97,39,135
9780871401540.00,,English,Liveright,2.39,Selected Poems,,E. E. Cummings,Poetry,1994,4.22,208,12139
9780345484406.00,Wonderland Quartet #3,English,Modern Library,10.51,Them,,Joyce Carol Oates,Fiction,2006,3.71,576,2591
9781600100291.00,Clive Barker's The Great And Secret Show ,English,IDW Publishing,20.17,The Great and Secret Show,,Chris Ryall,Comics & Graphic Novels,2006,4.22,136,17047
9780141310695.00,Westmark #2,English,Firebird Books,7.07,The Kestrel,,Lloyd Alexander,Juvenile Fiction,2002,3.99,244,2674
9780007122585.00,Superintendent Battle #1,English,HarperCollins Publishers Ltd.,3.59,The Secret of Chimneys,,Agatha Christie,"Battle, Superintendent (Fictitious character)",2001,3.86,400,11110
9780553382044.00,,English,Bantam,3.79,Last of the Amazons,,Steven Pressfield,Fiction,2003,3.75,400,2083
9780345461360.00,,English,Ballantine Books,4.22,To The Last Man,A Novel Of The First World War,Jeff Shaara,Fiction,2005,4.22,636,4656
9780802715524.00,,English,Bloomsbury,2.35,A History of the World in 6 Glasses,,Tom Standage,Cooking,2006,3.76,336,13105
9780679737117.00,,English,Vintage,7.93,Mortals,,Norman Rush,Fiction,2004,3.75,736,459
9780765309532.00,,English,Tor Books,4.57,Down and Out in the Magic Kingdom,,Cory Doctorow,Fiction,2003,3.56,208,10517
9780312321208.00,,English,St. Martin's Griffin,5.34,P.S. Your Cat Is Dead,,James Kirkwood,Fiction,2003,3.75,218,1291
9780679726203.00,,English,Vintage,9.5,Mary,A Novel,Владимир Владимирович Набоков,Fiction,1989,3.67,114,3267
9780060622138.00,,English,HarperOne,3.94,Shadow of the Almighty,The Life and Testament of Jim Elliot,Elisabeth Elliot,Religion,1989,4.39,272,6658
9781565124509.00,,English,Algonquin Books,2.17,Enslaved by Ducks,,Bob Tarte,Biography & Autobiography,2004,3.44,308,2214
9780752851808.00,The Continental Op #2,English,Orion,5.18,The Dain Curse,,Dashiell Hammett,Continental Op (Fictitious character),1929,3.83,256,5395
9780140260021.00,The Barrytown Trilogy #3,English,Penguin Books,2.86,The Van,,Roddy Doyle,Fiction,1997,3.94,320,5567
9780767915748.00,,English,Broadway Books,2.9,Holy Cow,An Indian Adventure,Sarah MacDonald,Travel,2003,3.53,304,14943
9780140260892.00,,English,Penguin Books,3.87,Palimpsest,A Memoir,Gore Vidal,BIOGRAPHY & AUTOBIOGRAPHY,1996,4,448,1434
9781841150505.00,,English,HarperCollins Publishers,3.08,The Patron Saint of Liars,,Ann Patchett,Catholic women,2003,3.79,352,24030
9780812590562.00,Greg Mandel #1,English,Tor Books,4.7,Mindstar Rising,,Peter F. Hamilton,Fiction,1997,3.92,432,5979
9780020360759.00,,English,Scribner,3.81,Heart Songs and Other Stories,,Annie Proulx,Fiction,1995,3.93,203,1822
9780450610097.00,,English,Hodder and Stoughton,3.72,Nightmares and Dreamscapes,,Stephen King,English fiction,1994,3.93,864,61981
9780062508867.00,,English,HarperOne,5.41,Muhammad,,Karen Armstrong,Biography & Autobiography,1993,4.15,304,4795
9780380793471.00,Regarding the... #1,English,HarperCollins,2.69,Regarding the Fountain,,Kate Klise,Juvenile Fiction,1999,4.2,144,3099
9780060929602.00,The Teachings of Don Juan #12,English,Harper Perennial,4.47,The Active Side of Infinity,,Carlos Castaneda,"Body, Mind & Spirit",1999,4.16,288,1890
9780553563696.00,The Death Gate Cycle #5,English,Spectra,6.45,The Hand of Chaos,,Margaret Weis,Fiction,1993,4.06,446,15964
9780451206527.00,,English,Berkley Books,5.55,Dead Sleep,,Greg Iles,Fiction,2002,4.04,452,7844
9780375759345.00,,English,Modern Library,3.58,The Waste Land and Other Writings,,Thomas Stearns Eliot,Poetry,2002,4.21,272,2708
9780385086165.00,,English,Penguin Books,12.14,A Man of the People,,Chinua Achebe,Fiction,1966,3.87,160,3089
9780006380832.00,,English,HarperCollins Publishers,2.86,Empires of the Monsoon,A History of the Indian Ocean and Its Invaders,Richard Hall,"Africa, East",1998,4.41,608,65
9780060548285.00,Arthurian Saga #4,English,Eos,3.98,The Wicked Day,Book Four of the Arthurian Saga,Mary Stewart,Fiction,2003,4.09,417,9875
9781551669045.00,MacKenzie-Blackthorn #5,English,MIRA,3.12,Warrior,,Elizabeth Lowell,Fiction,2002,3.92,256,845
9780918273826.00,,English,Coffee House Press,5.66,Through the Arc of the Rain Forest,A Novel,Karen Tei Yamashita,Fiction,1990,3.91,212,119
9781559362108.00,,English,Theatre Communications Group,12.28,A Tempest,"Based on Shakespeare''s The Tempest, Adaptation for a Black Theatre",Aimé Césaire;Richard Miller,Drama,2002,3.55,69,1309
9780345407863.00,,English,Ballantine Books,3.15,The Children of Henry VIII,,Alison Weir,Biography & Autobiography,1997,4.04,385,10834
9780385121224.00,,English,Anchor,14.85,Plagues and peoples,,William Hardy McNeill,History,1998,3.9,368,3406
9781405835640.00,York Notes Advanced,English,York Press,4.43,Spire,Notes,William Golding,Fiction,2006,3.59,135,592
9780060092573.00,,English,Avon,3.66,The Terminal Man,,Michael Crichton,Fiction,2002,3.36,266,20825
9780671732486.00,The Teachings of Don Juan #8,English,Washington Square Press,3.74,Power of Silence,,Carlos Castaneda,Fiction,1991,4.21,288,2189
9780679767305.00,,English,Vintage,5.2,Selected Stories,,Andre Dubus,Fiction,1996,4.27,476,2709
9781929241637.00,,English,Vision Forum,3.47,Beloved Bride,The Letters of Stonewall Jackson to His Wife,William Potter,Literary Collections,2002,4.14,156,135
9780142300701.00,A Long Way from Chicago #2,English,Puffin Books,7.58,A Year Down Yonder,,,Juvenile Fiction,2002,4.11,160,25534
9780425198001.00,Sid Halley #1,English,G.P. Putnam's Sons,5.6,Odds Against,,Dick Francis,Fiction,2005,4.05,288,3613
9780552999458.00,,English,Black Swan,1.45,Dead Famous,,Ben Elton,Fiction,2002,3.64,382,8415
9780060930318.00,,English,Harper Perennial,2.41,Identity,A Novel,Milan Kundera,Fiction,1999,3.68,168,13065
9780826406736.00,,English,Bloomsbury Academic,13.6,Art of Being,,Erich Fromm,Philosophy,1994,4.1,144,2320
9780472065219.00,,English,University of Michigan Press,22.68,Simulacra and Simulation,,Jean Baudrillard,Social Science,1994,3.98,164,8919
9780671732509.00,The Teachings of Don Juan #7,English,Washington Square Press,10.71,Fire from Within,,Carlos Castaneda,"Body, Mind & Spirit",1984,4.13,304,2477
9780440224044.00,Dave Robicheaux #11,English,Dell,5.31,Purple Cane Road,,James Lee Burke,Fiction,2001,4.15,387,5304
9780843947465.00,,English,Leisure Books,6,The House That Jack Built,,Graham Masterton,Fiction,2000,3.87,385,1523
9780345417961.00,,English,Ballantine Books,5.01,The 158-Pound Marriage,,John Irving,Fiction,1997,3.24,176,11124
9780521599634.00,,English,Cambridge University Press,14.23,Nietzsche: Daybreak,Thoughts on the Prejudices of Morality,Friedrich Nietzsche,Philosophy,1997,4.17,292,786
9780684867854.00,,English,Scribner,22.36,Of Time and the River,A Legend of Man's Hunger in His Youth,Thomas Wolfe,Fiction,1999,4.19,896,751
9780552133258.00,,English,Corgi,2.7,Strata,,Terry Pratchett,English fiction,1988,3.49,285,8754
9780679854340.00,Shoes #4,English,Yearling,1.45,Theater Shoes,,Noel Streatfeild,Juvenile Fiction,1994,4.02,272,4388
9780671732479.00,The Teachings of Don Juan #5,English,Washington Square Press,14.94,Second Ring of Power,,Carlos Castaneda,Fiction,1991,4.02,328,2692
9781880656419.00,,English,Stone Bridge Press,4.65,Hayao Miyazaki,"Master of Japanese Animation : Films, Themes, Artistry",Helen McCarthy,Art,1999,3.94,240,301
9780553295009.00,Texas! Tyler Family Saga #3,English,Bantam,3.82,Texas! Sage,,Sandra Brown,Fiction,1992,4.02,352,5949
9780380017799.00,Cluster #2,English,Hearst Avon,1.47,Chaining the Lady,,Piers Anthony,Fiction,1978,3.64,342,986
9780452273085.00,The Film Writings,English,Plume,43.36,For Keeps,,Pauline Kael,Performing Arts,1996,4.47,1312,360
9780571202119.00,,English,Faber & Faber,40.79,"Girl, Interrupted",Screenplay,James Mangold;Lisa Loomer;Anna Hamilton Phelan,Performing Arts,2000,3.97,167,236
9780451452610.00,Cardboard Box of the Rings #3,English,Roc Trade,8.14,Bored of the Rings,A Parody of J.R.R. Tolkien's The Lord of the Rings,Henry Beard;Harvard Lampoon;Douglas C. Kenney,Fiction,1993,3.12,149,4325
9781574889239.00,,English,Potomac Books,27.71,Shattered Sword,The Untold Story of the Battle of Midway,Jonathan B. Parshall;Anthony P. Tully,History,2005,4.4,612,1696
9780140280463.00,,English,Penguin Books,5.2,My Year of Meats,,Ruth L. Ozeki,Fiction,1999,3.95,366,11866
9780156632775.00,,English,"Harcourt, Brace Jovanovich/Harvest",4.14,Murder in the Cathedral,,Thomas Stearns Eliot,Drama,1963,3.76,148,6500
9780812976151.00,,English,Random House Trade Paperbacks,3.79,The March,A Novel,E. L. Doctorow,Fiction,2006,3.8,363,8041
9781841591056.00,Jeeves #13,English,Everyman's Library,14.01,"Stiff Upper Lip, Jeeves",,P. G. Wodehouse,Humorous stories,2000,4.29,211,6720
9781595820631.00,,English,Dark Horse Books,43.33,Tale of Genji,,Yoshitaka Amano,Art,2006,4.06,81,462
9780440220459.00,Myron Bolitar #2,English,Dell Publishing Company,3.53,Drop Shot,,Harlan Coben,Fiction,1996,3.93,341,19585
9780425100417.00,Hercule Poirot #21,English,Berkley,4.67,The Regatta Mystery and Other Stories,,Agatha Christie,Fiction,1984,3.95,214,5701
9780439700887.00,The Keys to the Kingdom #5,English,Scholastic,3.13,Lady Friday,,Garth Nix,Juvenile Fiction,2007,3.92,320,19083
9780345453860.00,Buchanan-Renard #6,English,Ballantine Books,3.13,Shadow Dance,A Novel,Julie Garwood,Fiction,2007,4,336,10943
9781400031368.00,No. 1 Ladies' Detective Agency #3,English,Random House Anchor,2.91,Morality for Beautiful Girls,,Alexander McCall Smith,Fiction,2002,3.98,227,32047
9780842313353.00,,English,Tyndale House Publishers,13.32,Chosen by God,,R. C. Sproul,Religion,1994,4.33,208,6623
9780141186177.00,,English,Penguin Classics,6.74,A Fairly Honourable Defeat,,Iris Murdoch,Fiction,2001,3.94,432,1353
9780345396556.00,Voyage of the Jerle Shannara #1,English,Del Rey,6.39,Ilse Witch,,Terry Brooks,Fiction,2001,3.96,456,15491
9780679730613.00,,English,Vintage,3.6,Hit Men,Power Brokers and Fast Money Inside the Music Business,Fredric Dannen,Business & Economics,1991,3.95,432,664
9780375758737.00,,English,Random House Trade,3.25,Comfort Me With Apples,More Adventures at the Table,Ruth Reichl,Biography & Autobiography,2002,4.03,302,17418
9780752856179.00,The Continental Op #2.1,English,Orion,3.06,The Continental Op,,Dashiell Hammett,Continental Op (Fictitious character),2004,4.15,288,5145
9780345437976.00,The Dark Queen Saga #2,English,Ballantine Books,1.59,The Courtesan,A Novel,Susan Carroll,Fiction,2005,3.9,560,2186
9780156030939.00,,English,Mariner Books,3.07,Rose of No Man's Land,,Michelle Tea,Fiction,2007,3.51,320,1458
9781929229482.00,,English,AHA! Process,3.17,A Framework for Understanding Poverty,,Ruby K. Payne,People with social disabilities,2005,3.9,199,3533
9780792273639.00,,English,National Geographic,3.42,In Focus,National Geographic Greatest Portraits,National Geographic Society (U.S.),Photography,2004,4.25,504,753
9780767907811.00,,English,Broadway Books,6.39,Bookends,A Novel,Jane Green,Fiction,2003,3.71,368,36227
